"ID","YCOORD","XCOORD","ELEVATION","SLOPE","ASPECT","ADM1_NAME","COUNTRY","GEOMETRY","AREA","map_class"
"92","1.00713754704018","16.1050057047122","0","0","0","region","country","points","1","11"
"32","1.10886846076931","15.9710780389103","0","0","0","region","country","points","1","11"
"20","1.4611388056505","16.6861706060104","0","0","0","region","country","points","1","11"
"65","1.23792602951611","16.1501893818616","0","0","0","region","country","points","1","11"
"58","1.10968014359162","16.2762707803741","0","0","0","region","country","points","1","11"
"259","1.45951544000589","15.9069550958899","0","0","0","region","country","points","1","11"
"195","1.0644964664832","16.2072777404155","0","0","0","region","country","points","1","11"
"295","1.09371704808625","15.9889350610172","0","0","0","region","country","points","1","11"
"228","1.11536192334777","16.138825822339","0","0","0","region","country","points","1","11"
"213","0.898913170732594","16.6058140065292","0","0","0","region","country","points","1","11"
"120","0.917040753764115","16.0866075607233","0","0","0","region","country","points","1","11"
"37","1.48305424185279","16.6764304121339","0","0","0","region","country","points","1","11"
"268","1.22169237306997","15.8734055392042","0","0","0","region","country","points","1","11"
"2","1.34912657617215","15.9727014045564","0","0","0","region","country","points","1","11"
"49","1.29176765672913","16.0833608294311","0","0","0","region","country","points","1","11"
"27","1.18137879289539","16.7435295255054","0","0","0","region","country","points","1","11"
"59","1.32450553056218","15.8482433716899","0","0","0","region","country","points","1","11"
"7","1.53229633307274","16.3568979407963","0","0","0","region","country","points","1","11"
"300","1.5274262361389","16.7400122332722","0","0","0","region","country","points","1","11"
"109","1.34100974794908","16.4591699764996","0","0","0","region","country","points","1","11"
"205","0.98630435460097","15.8834162940217","0","0","0","region","country","points","1","11"
"43","1.14241801742466","15.8752994657913","0","0","0","region","country","points","1","11"
"292","1.04420439592553","16.6869822888335","0","0","0","region","country","points","1","11"
"297","0.911358974007967","15.9369873603425","0","0","0","region","country","points","1","11"
"129","0.904053828607205","16.4302199558111","0","0","0","region","country","points","1","11"
"114","1.14701755341773","16.1932085714828","0","0","0","region","country","points","1","11"
"66","1.25957090477762","16.4134451774682","0","0","0","region","country","points","1","11"
"53","1.31665926327988","16.8363319282732","0","0","0","region","country","points","1","11"
"273","0.812063108745757","15.9518682120983","0","0","0","region","country","points","1","11"
"96","1.12753716568237","15.926976605525","0","0","0","region","country","points","1","11"
"148","1.57856225394423","16.0400710788688","0","0","0","region","country","points","1","2"
"206","1.57829169300346","15.9553855043315","0","0","0","region","country","points","1","2"
"151","1.57802113206269","16.0392593960458","0","0","0","region","country","points","1","2"
"149","1.57775057112193","16.0690210995574","0","0","0","region","country","points","1","2"
"85","1.57693888829962","16.0262724708771","0","0","0","region","country","points","1","2"
"26","1.57531552265501","15.9491626026881","0","0","0","region","country","points","1","2"
"100","1.5745038398327","15.9515976511573","0","0","0","region","country","points","1","2"
"74","1.57315103512885","15.9505154073932","0","0","0","region","country","points","1","2"
"264","1.57206879136578","15.9534915777444","0","0","0","region","country","points","1","2"
"179","1.56828093819501","15.9499742855112","0","0","0","region","country","points","1","2"
"235","1.56828093819501","15.9578205528006","0","0","0","region","country","points","1","2"
"112","1.56584588972809","15.9394224088116","0","0","0","region","country","points","1","2"
"299","1.56422252408348","15.946456993278","0","0","0","region","country","points","1","2"
"10","1.56286971937963","15.9418574572807","0","0","0","region","country","points","1","2"
"141","1.56097579279425","15.9348228728144","0","0","0","region","country","points","1","2"
"201","1.55908186620887","15.9396929697526","0","0","0","region","country","points","1","2"
"165","1.55556457397887","15.9196714601176","0","0","0","region","country","points","1","2"
"69","1.5544823302158","15.9486214808061","0","0","0","region","country","points","1","2"
"84","1.5230972610866","15.8533840295692","0","0","0","region","country","points","1","2"
"164","1.51011033592968","15.8652887109738","0","0","0","region","country","points","1","2"
"35","1.50442855617354","15.9104723881231","0","0","0","region","country","points","1","2"
"39","1.49982902018046","15.9126368756512","0","0","0","region","country","points","1","2"
"156","1.4760196573928","15.8928859269572","0","0","0","region","country","points","1","2"
"104","1.44274066167821","16.2116067154718","0","0","0","region","country","points","1","2"
"203","1.44192897885591","16.2040310091234","0","0","0","region","country","points","1","2"
"138","1.44138785697437","16.19780810748","0","0","0","region","country","points","1","2"
"82","1.43272990686976","16.1726459399657","0","0","0","region","country","points","1","2"
"226","1.43164766310669","16.1615529413842","0","0","0","region","country","points","1","2"
"171","1.43083598028438","16.1926674496008","0","0","0","region","country","points","1","2"
"193","1.43002429746207","16.332547456105","0","0","0","region","country","points","1","2"
"93","1.428942053699","16.1721048180837","0","0","0","region","country","points","1","2"
"218","1.42840093181746","16.1702108914966","0","0","0","region","country","points","1","2"
"223","1.42840093181746","16.1718342571427","0","0","0","region","country","points","1","2"
"174","1.42840093181746","16.1729165009068","0","0","0","region","country","points","1","2"
"278","1.42785980993592","16.3393114796304","0","0","0","region","country","points","1","2"
"283","1.42704812711361","16.1796805244321","0","0","0","region","country","points","1","2"
"258","1.425424761469","16.3352530655152","0","0","0","region","country","points","1","2"
"153","1.42163690829823","16.1802216463141","0","0","0","region","country","points","1","2"
"28","1.42082522547593","16.3233483841106","0","0","0","region","country","points","1","2"
"209","1.42055466453516","16.3157726777622","0","0","0","region","country","points","1","2"
"241","1.41947242077208","16.3211838965825","0","0","0","region","country","points","1","2"
"106","1.41920185983131","16.1845506213704","0","0","0","region","country","points","1","2"
"95","1.41649625042362","16.3293007248129","0","0","0","region","country","points","1","2"
"163","1.41622568948285","16.3249717497567","0","0","0","region","country","points","1","2"
"177","1.41433176289747","16.3238895059926","0","0","0","region","country","points","1","2"
"83","1.41433176289747","16.3287596029308","0","0","0","region","country","points","1","2"
"189","1.4140612019567","16.3098203370599","0","0","0","region","country","points","1","2"
"288","1.4140612019567","16.3244306278746","0","0","0","region","country","points","1","2"
"231","1.41352008007516","16.3219955794055","0","0","0","region","country","points","1","2"
"67","1.41297895819363","16.3274067982258","0","0","0","region","country","points","1","2"
"29","1.41243783631209","16.3184782871723","0","0","0","region","country","points","1","2"
"267","1.41189671443055","16.3284890419898","0","0","0","region","country","points","1","2"
"89","1.41027334878594","15.8677237594429","0","0","0","region","country","points","1","2"
"154","1.4097322269044","16.3257834325797","0","0","0","region","country","points","1","2"
"144","1.40864998314132","16.3233483841106","0","0","0","region","country","points","1","2"
"3","1.40864998314132","16.3282184810488","0","0","0","region","country","points","1","2"
"146","1.40756773937825","16.3173960434083","0","0","0","region","country","points","1","2"
"220","1.40729717843748","16.3344413826921","0","0","0","region","country","points","1","2"
"276","1.40594437373363","16.3252423106977","0","0","0","region","country","points","1","2"
"198","1.40405044714825","16.3211838965825","0","0","0","region","country","points","1","2"
"207","1.40269764244441","16.3284890419898","0","0","0","region","country","points","1","2"
"219","1.40080371585902","16.3298418466949","0","0","0","region","country","points","1","2"
"211","1.40053315491825","16.3260539935207","0","0","0","region","country","points","1","2"
