"ID","YCOORD","XCOORD","ELEVATION","SLOPE","ASPECT","ADM1_NAME","COUNTRY","GEOMETRY","AREA","map_class"
"55","1.44436402732283","16.1055468265943","369","0.00339405005917222","6.24346133654799","Sangha","Republic of Congo","points","1","32"
"187","1.44165841791514","16.3311946514","370","0.00202638870060776","4.6453945459732","Sangha","Republic of Congo","points","1","32"
"173","1.43245934592899","16.3301124076359","384","0.00435315192783228","4.99666374778839","Sangha","Republic of Congo","points","1","32"
"31","1.43002429746207","16.1683169649095","356","0.0122071801782325","0.396772665165148","Sangha","Republic of Congo","points","1","32"
"142","1.42921261463976","16.3106320198829","361","0.0108520077043305","3.14159265358979","Sangha","Republic of Congo","points","1","32"
"205","1.428942053699","16.1929380105418","350","0.00594386009896117","0.420461853242248","Sangha","Republic of Congo","points","1","32"
"82","1.42515420052823","16.1799510853731","353","0.00963235172102632","0.168714709571705","Sangha","Republic of Congo","points","1","32"
"45","1.42434251770592","16.3363353092792","381","0.00695106242828696","3.04448618200648","Sangha","Republic of Congo","points","1","32"
"84","1.42028410359439","16.3279479201078","375","0.0171969238940963","3.7222848972044","Sangha","Republic of Congo","points","1","32"
"74","1.41974298171285","16.3284890419898","375","0.0171969238940963","3.7222848972044","Sangha","Republic of Congo","points","1","32"
"9","1.40567381279286","16.2243230796994","368","0.00116443531837378","5.6659675031466","Sangha","Republic of Congo","points","1","32"
"151","1.40026259397749","16.3460755031558","373","0.00634799825964972","4.77654149899494","Sangha","Republic of Congo","points","1","32"
"93","1.39918035021441","16.3458049422147","376","0.0122717768056227","4.74555617876538","Sangha","Republic of Congo","points","1","32"
"128","1.39647474080672","16.3333591389281","352","0.0186821348185443","4.55932373585088","Sangha","Republic of Congo","points","1","32"
"255","1.39512193610288","16.3460755031558","376","0.0122717768056227","4.74555617876538","Sangha","Republic of Congo","points","1","32"
"167","1.32667001808833","16.717014553286","374","0.0079328567987064","1.25791469127933","Sangha","Republic of Congo","points","1","32"
"143","1.28392138944683","16.4291377120471","353","0.00842267738566336","3.62415750152617","Sangha","Republic of Congo","points","1","32"
"61","1.27093446428992","16.4042461054738","343","0.00480514184753477","5.99888077862375","Sangha","Republic of Congo","points","1","32"
"271","1.27012278146761","16.4594405374406","325","0.0074919514849758","4.02602739271869","Sangha","Republic of Congo","points","1","32"
"251","1.23170312787842","16.5019186051798","343","0.00732295901945594","4.05468262042218","Sangha","Republic of Congo","points","1","32"
"226","1.21330498390613","16.4494297826231","347","0.00376297467057955","0.525253025828947","Sangha","Republic of Congo","points","1","32"
"155","1.13971240801697","15.9039789255388","425","0.0248622441007088","5.18839546046504","Sangha","Republic of Congo","points","1","32"
"207","0.946802457248701","16.5319508696324","337","0.0032575629699535","0.723376002868887","Sangha","Republic of Congo","points","1","32"
"248","0.82694396048805","16.6739953636648","362","0.00514955608205356","1.67636388632972","Sangha","Republic of Congo","points","1","32"
"296","1.52904960178351","15.8466200060438","458","0.0057926834974826","3.79137261671216","Sangha","Republic of Congo","points","1","33"
"292","1.47033787763665","16.4391484668646","372","0.00823217328876913","1.5213412200737","Sangha","Republic of Congo","points","1","33"
"65","1.46438553693973","16.5736172545486","367","0.00230513478172239","1.20991941938388","Sangha","Republic of Congo","points","1","33"
"289","1.4532925383682","16.3522984047991","384","0.0104110429445597","4.42166212527767","Sangha","Republic of Congo","points","1","33"
"203","1.4532925383682","16.3528395266811","384","0.0104110429445597","4.42166212527767","Sangha","Republic of Congo","points","1","33"
"52","1.45004580707897","16.3487811125659","384","0.00691962898593371","3.12211226280667","Sangha","Republic of Congo","points","1","33"
"32","1.44679907578975","16.3271362372848","384","0.00755888245225039","3.30277485730521","Sangha","Republic of Congo","points","1","33"
"130","1.4454462710859","16.3495927953889","374","0.00420411476420806","3.50202023389662","Sangha","Republic of Congo","points","1","33"
"238","1.43787056474437","16.2776235850792","352","0.0051987102944018","3.81321282261727","Sangha","Republic of Congo","points","1","33"
"86","1.4376000038036","16.273565170964","355","0.00404555056067772","3.37698530884657","Sangha","Republic of Congo","points","1","33"
"194","1.43597663815899","16.2889871446018","357","0.00948460471966801","4.08579033492476","Sangha","Republic of Congo","points","1","33"
"6","1.43516495533668","16.2803291944893","352","0.0051987102944018","3.81321282261727","Sangha","Republic of Congo","points","1","33"
"252","1.43191822404745","16.2781647069612","352","0.0058577779356977","3.72664240768205","Sangha","Republic of Congo","points","1","33"
"60","1.4297537365213","16.2814114382534","352","0.0058577779356977","3.72664240768205","Sangha","Republic of Congo","points","1","33"
"272","1.42596588335054","16.350133917271","376","0.00591866306971664","4.28713279753032","Sangha","Republic of Congo","points","1","33"
"51","1.42326027394285","16.3463460640968","370","0.00292891086146751","2.5565445652403","Sangha","Republic of Congo","points","1","33"
"137","1.41379064101593","16.3555451360912","370","0.00399129558741841","3.31125733717925","Sangha","Republic of Congo","points","1","33"
"117","1.40377988620748","16.196725863716","364","0.00173290762626155","2.46997951354227","Sangha","Republic of Congo","points","1","33"
"108","1.38132332812366","16.3625797205576","361","0.00595215125860806","2.2628765816272","Sangha","Republic of Congo","points","1","33"
"191","1.3748298655452","16.3658264518498","357","0.00776151644261138","3.22852997891782","Sangha","Republic of Congo","points","1","33"
"256","1.3748298655452","16.3663675737318","357","0.00776151644261138","3.22852997891782","Sangha","Republic of Congo","points","1","33"
"19","1.37428874366366","16.370696548788","360","0.00679791441121396","3.75418407079035","Sangha","Republic of Congo","points","1","33"
"260","1.3347868463114","16.3425582109226","352","0.00128611532038641","5.96336309202951","Sangha","Republic of Congo","points","1","33"
"185","1.32937562749602","16.5414205025679","356","0.00350082089745131","1.84548377511076","Sangha","Republic of Congo","points","1","33"
"16","1.31503589763526","16.4710746579042","327","0.00327996750142376","1.40459777441433","Sangha","Republic of Congo","points","1","33"
"28","1.31151860540526","16.5419616244499","353","0.0038636963765564","5.35198531400278","Sangha","Republic of Congo","points","1","33"
"149","1.27039334240838","16.6629023650832","354","0.00210350529123156","2.35942991081536","Sangha","Republic of Congo","points","1","33"
"76","1.26822885488223","16.4031638617097","343","0.00480514184753477","5.99888077862375","Sangha","Republic of Congo","points","1","33"
"214","1.22061012930689","16.620153736403","356","0.0024411209365169","4.60101719748564","Sangha","Republic of Congo","points","1","33"
"96","1.15486382070003","16.5882275453633","347","0.00335463939318052","6.0397349473983","Sangha","Republic of Congo","points","1","33"
"43","1.14350026118774","16.6710191933136","349","0.00260567702818641","0.484209347575795","Sangha","Republic of Congo","points","1","33"
"103","1.14268857836543","16.0168028379416","372","0.00377366088250406","1.5707963267949","Sangha","Republic of Congo","points","1","33"
"17","0.96790621062868","16.3106320198829","357","0.00202604335971171","4.77939485120782","Sangha","Republic of Congo","points","1","33"
